movie,sentence,score
에이리언,그리스 로마 시대에 메두사와 히드라가 있었다면 20세기에는 에일리언이 있다고 생각함 HR기거와 리들리 스콧이 창조해낸 우리 시대의 신화,10
라일 라일 크로커다일,"미국에서 많이 만들어지는 가족-동물 영화인데, 하비에르 바르뎀과 콘스탄스 우의 등장은 신선하지만 예측 가능한 이야기와 평범한 캐릭터를 보고 있으면 결국 지루하고 실망스럽게 느껴진다.",4
카운트,진짜 별 기대없이갔는데 생각보다 괜찮다는 평이 맞는듯,7
당신은 아직 아무것도 보지 못했다,"독특하고 실험적인 영상과 무대를 통해서 연극과 영화, 환상과 현실, 진짜와 가짜 사이를 넘나들고 있다. 자세한 내용 파악보다는 상반된 요소들 사이에서 나오는 오묘한 분위기를 느끼면 될 것이다.",7
눈의 여왕5: 스노우 프린세스와 미러랜드의 비밀,"어쩌다 보니 5편까지 나온 시리즈인데, 시리즈의 팬들 외에 영화를 즐겁게 볼 사람이 있을까 싶다.",4
서치 2,완벽했던 스토리 구성. 지루할 틈이 없다.,10
스위치,따뜻한 영화입니다 ! 행복하게 만들어주네요,10
서치 2,속편임에도 불구하고 주눅들지 않는 돌진성과 과감함에 박수를. ,8
서치 2,1보다 재밌게 봤어요 강추!! 긴장감 넘치고 감동요소까지 있음,10
앤트맨과 와스프: 퀀텀매니아,내가 앤트맨을 보고 있는건지 스타워즈를 보고 있는건지.. 캉 배후에 다스베이더 있는거 아니냐?,7
도쿄 괴담,심심해서 봤는데 재밌네요 처음에는 일본느낌의 일반 도시괴담인 줄 알았더니 몰입도도 높고 반전이 있는 영화네요 재밌어요 ,10
타이타닉,세세한 디테일들이 좋았다. ,10
앤트맨과 와스프: 퀀텀매니아,마블매니아인데 점점이상해진다.극장서보는거 그닥 추천은 안함,6
스마트폰을 떨어뜨렸을 뿐인데,임시완의 싸이코패스 연기는 훌륭하다!,7
더 퍼스트 슬램덩크,미친 것 같음 진짜 꼭 보세요,10
마루이 비디오,공포영화인가요..특히 막바지로 갈수록 무슨..중간중간 놀래키는거 빼면 뭐..없네요,2
앤트맨과 와스프: 퀀텀매니아,대중으로 하여금 시네마에 대한 진지한 의문을 제기하게 만든 마블의 철없는 돌팔매질,4
서치 2,우리가 사용하는 익숙한 걸 사용해서 사람을 찾는게 재미있다 1도 재미있어서 사실 2는 1이랑 비슷하겠지 했는데 비슷한데 또 다른부분이 재미있고 1이랑 사용하는 앱들이 많이 바뀐것도 재미있었음 몰입해서 봄,10
더 퍼스트 슬램덩크,스포츠에서 이런 감정 처음 느껴봅니다. ,10
서치 2,1편에서 느낀 재미를 2편에서도 고스란히 느낄 수 있었어요 1편 재밌게 봤으면 2편도 꼭 보세요,10
서치 2,와 진짜 스릴넘침! 재밌었음,10
앤트맨과 와스프: 퀀텀매니아,우뢰매 보는줄 알았네요. 스토리 영상 모두 마블답지않는 졸작이네요..보다가 일어나야하나 몇번을 고민했네요,2
미녀와 야수: 마법에 걸린 왕자,이게 진짜재미있다고요 와 개연성 제로에 의도조차모르겠고 교훈도 없고여러가지 영화 짬뽕해서 만든거네요애들보는건데 생각해서 교훈이나 감동을줘야죠 이건 뭔지,2
카운트,어쩌다 봤는데 감동눙물스토리 ,10
아바타: 물의 길,잘 봤습니다.. .,8
카운트,아직 안본사람인데 줄거리만 봤는데 왜 영화 다 본것같지 ....,10
스마트폰을 떨어뜨렸을 뿐인데,기분이 많이 나쁜 영화경찰들은 뭐하는건지,1
서치 2,한순간도 놓치면 안 될 정도로 모든 것이 유기적으로 이어져 있었어요! 그리고 가족에 대해 생각하게 되는 이야기기도 했어요! 강추!!,9
대무가,무심결에 플레이 눌렀는데 끝까지 보게됨기대를 안해서인지 너무 재미있게 봤네요굿배틀 Very Good~,8
라라랜드,둘이 함께 하는 모습도 아름답고 마지막 장면에 주고 받는 시선과 미소도 아름답다,9
유령,재밌어요. 개연성은 조금부족하지만 킬링타임하기 좋은 영화입니다.자극적인 악플댓은 무시하세요.,10
더 퍼스트 슬램덩크,신랑이 좋아한 만화여서 저도 따라서 봣는데 제가 다 감동이..ㅜㅜ또 보러가도 아깝지않은 영화입니다~!,10
메멘토,이야기를 이렇게 꼬아만 놓으면 천재적인 소리를 듣는것인가? 단지 뒤죽박죽으로 만들어 놓으면 높은평을 받는건가? 새로운 시도에 대한 멋은 있지만....,6
카운트,재밌게 잘봤습니다!!,8
장화신은 고양이: 끝내주는 모험,눈 크고 동그란 고양이는 항상 옳다!,8
유령,유령이란 영화가 약간은 지루하고 스토리 전개상 흑색단 검거가 이유없이 빠르고 좀더 냉철해야 했을법한 경호대장과 설경구의 대립이 왠지 부조합스러웠으며 소담의 등장부터느노볼만했음,6
스마트폰을 떨어뜨렸을 뿐인데,경찰 진짜 개연성없음 … 몰입이 전혀안됨. ,1
서치 2,엄마가 실종되면서 딸이 온라인매체를 통해 흔적들을 찾는 과정을 보여주면서 전작의 설정이 비슷하여 아쉬움도 있지만 긴장감과 스릴이 더해져 큰 반전이 전개에 영향을 미친 영화.,8
영웅,어린이 청소년은 필관람해야합니다. 짱이네요.,10
서치 2,반전 진짜 ㄹㅈㄷ네ㅋㅍㅍ,8
원피스 필름 레드,스토리도 잘모르겠고 액션씬도 너무 별로였음...기대이하...,1
서치 2,재밌음 시작할 때 넷플릭스 나오는 장면에서 뻘하게 터진다ㅋㅋㅋ,10
더 퍼스트 슬램덩크,슬램덩크 만화는 본 적이 없고 영화로만 처음 봤는데 중간에 약간의 지루함이 있었고 기대없이 보면 훌륭한 영화였고 기대하고 봐도 나쁘지 않은 영화였다.,8
서치 2,긴장감이 장난아니네요. 정말 재밌게 봤어요~ 다들 연기력들도 짱짱ㅎㅎ,10
본 얼티메이텀,본의 액션은 호쾌한 힘 겨루기가 아니라 자신을 지켜내기위한 외로운 몸부림이다,10
인터스텔라,인생 영화입니다 최고!!,10
노브레싱,연기들도 좋고 스토리도 감동적입니다,10
서치,영화보러가서 불면증 고치고 왔습니다 아버지랑 같이보러갔는데 제 옆자리 아저씨랑 저희 아버지 두분이서 코를골고 꿀잠 주무시더라구요 ,1
물 없는 바다,깊은 울림이 있네요. 좋았어요.,10
서치 2,보면서 뒷통수가 몇번이나 얼얼하던지ㅋㅋ 몰입감이 엄청나다,10
바빌론,영화 매니아들이 영화에 대해 생각하는점을 공감해주는 영화,10
"오늘 밤, 세계에서 이 사랑이 사라진다 해도",몰입을 할 수 없는 지루함과 일본 특유의 신파는 어쩔 수 없는 걸까,6
앤트맨과 와스프: 퀀텀매니아,마블은 엔드게임 이후로 없다스토리가 너무 별로고 액션도 그닥입니다,2
카운트,기대 안하고 갔는데 위로가 되는 대사들이 있어서 좋았습니다 재밌습니다!,10
카운트,생각보다 너무 괜찮은데?,10
스마트폰을 떨어뜨렸을 뿐인데,재밌을수 있는 영화에꽁트형사 끼얹기?,6
스마트폰을 떨어뜨렸을 뿐인데,임시완 연기~!! 최고임,10
미스 리틀 선샤인,노잼,1
서치 2,재밌다,10
해길랍,허광한이 재밌고 감명깊다,6
스위치,가족 영화로 괜찮았습니다.,10
다음 소희,정말 필요한 영화 모두가 다 봐야하는 영화,9
"열여덟, 어른이 되는 나이",너무 따뜻하고 느낌이 좋은 작품,10
카운트,배우들의 연기와 레트로 감성이 너무 잘 어울렸던 영화!,8
다음 소희,여운이 며칠 갑니다.,10
서치 2,연출 맛집 스토리도 이정도면 잘다듬은듯하다 구멍이 없는것은아니나 킬링타임으로 보기 좋응,9
두다다쿵: 후후섬의 비밀,재미있어요재미있어요,9
서치 2,재미있어요재미있어요,9
앤트맨과 와스프: 퀀텀매니아,마블은 이제 재미가없다 cg 말많던데 너무 아끼는것 아닌가... 지금도 너무 저퀄리티인데 후세대들은 이를보고 뭐라고생각할까,1
카운트,재미있어요재미있어요,10
TAR 타르,케이트 블란쳇의 연기만남는다. 연출은 평범함 생각보다 클래식 연주가 많이 없어서 아쉬움,7
썬데이 서울,이런 말 하기싫지만 봉태규페이스가 너무.. 그래도 3.14의기록은 이어져야 해!,1
더 퍼스트 슬램덩크,재미있게 봤어요 추억의 영화애니메이션입니당,8
치히로 상,해외 여행을 하다보면 처음 보는 낯선 음식을 접할때가 있다. 기대 1도 안하고 배가 고파서 먹었던 그게 어찌나 그리 맛이 있었던지..아직도 기억이 난다. 근데 음식 이름도 모름. 마치 그런 기분임. 이게 뭔 맛이야?근데 맛있어.. 딱 이 영화가 그런 영화다. 뭔가 내용이 없는듯 하면서.. 자극적인 한국 영화나 드라마에 길들여진 나에게.. 그냥 딱 맛있는 밥 한공기에 맛있는 된장국 한그릇을 먹은거 같은 담담한 영화.,10
해적: 도깨비 깃발,괜찮은데 다들 왜 그러시지 ㅇㅅㅇ,10
론머 맨,이 영화를 예전에  tv에서 해줘서 봤는데 재미있게 본 기억이... 지금 노트북을  tv에  연결시켜 누누티비로   다시 보고 있음 ㅋㅋ   공짜로 ㅋ,8
서치 2,처음부터 끝까지 긴장감 있게 쭉 가는데 재밌음 이렇게 집중해서 본 영화도 정말 오랜만,10
교섭,면세점 쇼핑백들고 들어오던것들생각나네..,2
앤트맨과 와스프: 퀀텀매니아,개미가 제일 쌤난이도 조절 실패,6
더 퍼스트 슬램덩크,마지막 10초의 긴장감은 정말 침조차 못 삼키게 만든다.,10
추억의 마니,"우리는 그저 안나였고, 지브리는 그저 마니 그 자체 였다. 마니가 안나에게 찬란한 추억을 주듯, 지브리는 우리에게 마지막 추억을 주었다. 지브리였기에,  우리에게 마지막으로 선사한 추억.선사받은 추억 속 우리는 그저 안나였다 ",10
교섭,600억내고 온게  자랑스러워 ,2
카운트,많은 생각을 하게 하면서 마음이 따뜻해지는 영화였습니다.뭐든 억지로 맞추는건 부작용이 생기면서 마음을 다치는 사람이 생기는것 같습니다정면을 바라보고 정면대응이 불의를 이겨내는 길인것 같습니다,10
교섭,"4대명작도 끝까지 본 내가 유일하게 후반부를 스킵하다 못해 꺼버린 영화. 죽어 마땅한 인간을 살리겠다고 국가의 의무를 떠들어제끼는 황정민이나, 죽는 게 당연한 인간을 살리겠다고 열내는 현빈이나 너무 발암덩어리라. 억지로 그 협상이란 걸 하겠다고 머리 들이미는 거나 뻔하고 지루한 과정을 보고 있기엔 시간이 너무 아까울 뿐이다. 구상권 청구에 십원 한푼 대응하지 않은 인간말종들을 위해 영화라니. 쓰레기장이 따로 없다.",1
앤트맨과 와스프: 퀀텀매니아,마블도 그냥 앤드게임에서 접었어야 했나토르 블랙펜서에 이은 망작 릴레이네,4
나르비크,재밌네요. 평점 8점대는 되는듯....조절용으로 10점줍니다..,10
카운트,이제는 믿고보는 진선규배우..! 가족끼리 보기 좋은영화였습니다.,8
카운트,그냥 무난해요,6
서치 2,기대를 저버리지 않은 영화! 마지막까지 시간 가는 줄 모르고 빠져 들었다!,10
카운트,생각보다  진심 좋았어요.  보는  내내  재미와  감동입니다. 진선규배우님 팬이 됐어요~|^^,10
내가 죽던 날,김혜수 연기 매력 멋져요~♡,10
카운트,믿보배 진선규의 다양한 감정변화에 따라 울고 웃게되는 영화. 실화를 바탕으로 했다니 더더욱 감동. 강추,10
카운트,너무 재밌음... 너무너무나 재밌음 그냥 추천진선규 연기 쩔고 경기 보는 재미도 있고 추천!!!,10
서치 2,하늘에 있는 스티브잡스가 기립박수 치고 있을 듯,10
앤트맨과 와스프: 퀀텀매니아,기대치를 한껏 낮추고 본 덕에 생각보다 재밌게 볼 수 있었다. ,6
더 퍼스트 슬램덩크,그냥 미쳣고 인새영화 3위안에 든다,10
자백,원작이 최고다. 전부 담지 못해 아쉬워. 변호사와 남자의 긴장감 있는 구도는 잘 표현했지만 구체적이고 논리적인 의심요소들이 통째로 사라짐. 죽은 아들의 부모의 활약이 짜릿한 전율을 느끼게 하는데..그걸 퉁치면 어째요ㅠ 그리고 변호사가 너무 온화함. 약간의 차가움과 건조한 대사가 매력이었는데 너무 온화하셔서 동화책 읽어주시는줄 알았어요. 원작 알고있는 분들이 보면 다소 실망할 영화. 그렇지만 이렇게라도 스페인 원작이 다시 홍보되면 좋겠군요. 원작은 정말 잘 만들었어요 ,6
메간,알지만 다시 생각해보는 AI소재가 좋았고 재미있었어요. 인형표정 소름~,10
우리 사랑이 향기로 남을 때,기대없이봤는데 간만에 설렘 느끼구윤시윤연기 최고!웃으면서 재밌게봤어요,10
연애 빠진 로맨스,너무 재밌고 모든게 완벽함,10
연애 빠진 로맨스,너무 재밌고 모든게 완벽함,10
연애 빠진 로맨스,너무 재밌고 모든게 완벽함,10
교섭,아깝다 나름 재밌긴한데 공감이 안가 가지말라는 곳 몰래 가놓고 피같은 국민세금으로 낭비하고 구상권 청구한다는 말이 있었는데 회수 되었는지 궁금하네 당연히 살리는데 노력하는게 정부가 할일인건 맞지만 공감이 안가,2
스마트폰을 떨어뜨렸을 뿐인데,몰입감있게 잘봤습니다역시 믿보배들이네요,10
앤트맨과 와스프: 퀀텀매니아,엄..재밌는데 재미없어요 ,6
동감,안타깝지만 어색하고 연기를 잘 못하는 배우들이 있어 공감이 잘 안됐어요,4
인생은 아름다워,나도 늙었나보네...영화보면서 눈물이 나다니..찌릿찌릿하네.. 가슴이~,10
썬데이 서울,가즈아 3.141592??//,1
교섭,"재밌지도, 그렇다고 재미없지도...인질 협박범이 너무 아둔하게 움직여서긴장감이 별로.문제를 해결하는 주인공이 쉽게 난관을 헤쳐나감.뾰족한 수를 찾아내거나 적과 주인공의 치밀한 두뇌싸움 없이, 순식간에 결말로 치닫음.",6
살수,이 영화를 본게 내인생 최대의 살수다,2
광복절 특사,살면서 30번 정도 다시 볼 정도로감동이 넘치는 영화입니다그런데 시대를 감안하지않고 평가를 하자면8점 정도이나 벌점테러 때문에 10점 드립니다,10
앤트맨과 와스프: 퀀텀매니아,앞뒤를 키워맞추면서 새로운이야기를 쥐어짜는 억지스러움이 너무 매끄럽지못합니다.강한 빌런은 어느새 사라지고 할머니는 계속 입다물고 딸내미는 최강 똑똑해지고... 이제 앤트맨 예전같지않네요.,4
